strain,sex,animal_id,WBC,RBC,mHGB,HCT,MCV,MCH,MCHC,CHCM,RDW,HDW,NEUT,LYM,MONO,EOS,LUC,BASO,Retic,cHGB,PLT,MPV,Fib,PT,PTT
129S1/SvImJ,f,2448F01,9.08,9.02,14.8,43.1,47.8,16.4,34.2,33.3,20.5,4.79,18,72.3,1.8,3.6,0.8,3.5,4.7,14.4,817,5.2,129,10.7,20.9
129S1/SvImJ,f,2448F02,5.4,7.67,13.1,36.3,47.4,17.1,36,33.9,17.1,2.53,10.3,82.1,1.3,4.1,0.6,1.5,3.2,12.3,855,6.7,,10.6,
129S1/SvImJ,f,2448F03,7.01,8.04,13.5,38.8,48.2,16.8,34.9,33.4,19,3.3,13.4,80.4,0.7,2.2,0.5,2.7,3.7,12.9,873,7,,10.6,22.1
129S1/SvImJ,f,2448F04,10.2,8.77,15.2,42.8,48.8,17.3,35.6,33.2,17.5,3.07,19.1,69.2,1.7,5.7,0.7,3.6,4.2,14.2,951,10.7,96.9,8.57,21.1
129S1/SvImJ,f,2448F05,11.5,8.81,14,40.6,46.1,15.8,34.4,33,18,3.29,23.3,64.4,1.2,,0.8,6,4.1,13.4,925,7.3,,9.94,21
129S1/SvImJ,f,2448F06,7.88,8.71,14.2,43.2,49.6,16.3,32.8,33,21.5,5.14,13.9,77.5,1.1,6.8,0.6,5,2.6,14.3,656,5.3,,,
129S1/SvImJ,f,2448F07,7.18,8.91,15,42.1,47.3,16.8,35.5,34.1,16.7,2.53,11.4,80.9,1.1,4.8,0.7,1.2,3.4,14.4,788,4,151,11.7,19.1
129S1/SvImJ,f,2448F08,6.11,8.63,14.9,42.2,48.9,17.2,35.2,33.3,16.5,2.24,18.9,76.2,0.5,3.2,0.4,0.8,2.9,14,866,4.1,84.5,12.5,24.8
129S1/SvImJ,f,2448F09,8.65,9.13,15.4,44,48.2,16.9,35.1,33.8,16.7,2.49,13.2,79.9,1.1,4.1,0.5,1.2,2.4,14.9,518,4.2,205,10.9,18.4
129S1/SvImJ,f,2448F10,9.81,9.32,15.4,42.7,45.9,16.6,36.1,33.6,16.9,2.57,13.5,82.4,0.8,1.9,0.6,0.7,4.7,14.3,783,5.2,118,9.04,20.5
129S1/SvImJ,f,2448F11,9.99,9.25,15.2,42.5,45.9,16.5,35.9,33.7,16.6,2.42,11,85.4,0.7,1.8,0.5,0.6,3.9,14.3,853,4.5,159,9.72,20
129S1/SvImJ,f,2448F12,10.6,9.23,15.1,40.8,44.2,16.3,36.9,34.3,16.1,2.59,8.1,84.5,1.3,4.5,0.7,0.9,2.7,14,773,4.6,202,10.2,17.2
129S1/SvImJ,f,2448F13,8.63,9.58,15.4,42,43.9,16.1,36.6,34.3,16.3,2.62,9.7,86.2,0.8,2.1,0.6,0.7,3.5,14.4,821,4.8,222,10.6,17.1
129S1/SvImJ,f,2448F14,10.7,8.84,14.7,41.1,46.5,16.6,35.8,33.8,16.2,2.22,14.6,74.9,0.8,7.6,0.4,1.7,2.6,13.9,740,4.4,,8.91,17.9
129S1/SvImJ,f,2448F15,,,,,,,,,,,,,,,,,,,,,205,10.2,
129S1/SvImJ,f,2448F16,,,,,,,,,,,,,,,,,,,,,165,10.3,23
129S1/SvImJ,m,2448M01,7.53,10.1,15.5,47.5,46.8,15.3,32.6,34.7,18.6,4.04,12.2,83.3,1.3,2.8,0.4,,3.2,16.5,841,6.4,243,10.8,22.9
129S1/SvImJ,m,2448M02,7.55,10.1,15.4,48.7,48.1,15.2,31.7,34.1,19.9,4.52,11.7,82.8,1.5,3.5,0.6,,5.6,16.6,1140,6.1,236,10.9,23.6
129S1/SvImJ,m,2448M03,8.63,10.6,16.1,48.6,46.1,15.2,33.1,34.9,16.4,2.95,9.6,86.9,1.2,1.8,0.5,,2.3,17,990,6,219,10.3,22
129S1/SvImJ,m,2448M04,7.35,9.72,14.8,46.9,48.2,15.3,31.7,33.9,21.5,5.73,8.3,87.5,1.4,2.3,0.5,,2.4,15.9,795,6,246,11.4,24.5
129S1/SvImJ,m,2448M05,7.36,10.1,15.4,46.6,46,15.2,33,34.4,17.3,3.74,11.7,83.3,1.8,2.7,0.4,,3.1,16.1,1040,7.1,260,11.3,23.5
129S1/SvImJ,m,2448M06,5.52,10.2,15.2,47.4,46.6,15,32.1,34.2,19.9,4.8,13.9,81.9,1.1,2.9,0.2,,3.3,16.2,949,6.8,250,10.4,24.2
129S1/SvImJ,m,2448M07,7.85,10.4,15.5,47.4,45.8,14.9,32.6,34.4,17.5,3.73,10.5,85.6,1.2,2.3,0.4,,2.9,16.3,1060,6.7,282,10.3,23.5
129S1/SvImJ,m,2448M08,5.06,10.8,16.1,49.5,46,15,32.6,34.6,15.6,2.73,12.3,82.1,1.1,4.2,0.3,,3,17.1,785,7.4,255,9.92,21.4
129S1/SvImJ,m,2448M09,7.73,9.99,15.2,46.4,46.4,15.2,32.9,34.9,17.1,3.42,19.1,72.9,,0,0.8,,2.6,16.2,1020,6,330,10.1,22.5
129S1/SvImJ,m,2448M10,5.74,9.47,15.2,45.7,48.2,16,33.2,35.2,16.1,2.27,13.2,78.9,1.2,2.3,0.3,,2.6,16.1,1010,6.4,276,9.88,21
129S1/SvImJ,m,2448M60,9.57,9.95,15.1,42.7,42.9,15.2,35.5,34.1,13.2,2.11,9,86.8,1.5,1.7,0.5,0.5,2,14.6,600,4.2,,,
129S1/SvImJ,m,2448M61,13.2,11.5,17.5,48.6,42.1,15.1,36,34.8,13.3,2.13,13.4,79.2,1.7,3.1,0.4,2.1,1.9,16.9,702,4.2,,,
129S1/SvImJ,m,2448M62,12.6,10.7,16.4,45.3,42.4,15.3,36.2,34.6,12.9,2.11,11.4,84,1.3,1.9,0.4,1,1.8,15.7,551,4.1,,,
129S1/SvImJ,m,2448M63,11,11.2,17.2,46.7,41.8,15.4,36.8,34.8,13.2,2.14,10.7,84.1,1.6,1.6,0.4,1.7,1.9,16.3,811,3.8,,,
129S1/SvImJ,m,2448M64,13.1,10.6,16.2,44.5,41.9,15.2,36.3,34.9,13.3,2.23,11.2,83.4,1.6,1.7,0.5,1.6,2,15.5,842,4.5,,,
A/J,f,0646F01,4.84,9.13,13.9,43.5,47.6,15.3,32,31.4,26.1,7.73,19.1,76,1.6,2.1,0.5,0.6,1.9,13.7,1010,4.7,,,
A/J,f,0646F02,3.54,8.85,13.8,44,49.8,15.6,31.4,30.5,26.9,8.28,16.2,78.6,1.9,2.2,0.6,0.5,1.8,13.4,987,4.7,210,9.94,21.6
A/J,f,0646F03,4.16,9.08,14,45.9,50.6,15.4,30.4,29.8,27.3,8.53,19.5,74.4,1.7,2.8,0.7,0.9,2.3,13.7,1030,4.7,144,13.6,
A/J,f,0646F04,3.47,8.86,14.2,39.9,45.1,16.1,35.6,34.3,17.6,4.29,14.7,79,3,1.9,0.7,0.6,1.9,13.7,1050,4.7,174,9.55,21.9
A/J,f,0646F05,5.51,8.66,13.6,47.8,55.2,15.7,28.4,25.6,24.8,8.5,21.3,74.1,1.8,1,0.5,1.3,2.3,12.2,1090,4.9,,10.7,25.9
A/J,f,0646F06,4.68,9.49,14.5,45.8,48.2,15.3,31.7,31.1,26,7.88,18.9,73.1,2.6,3.7,0.6,1.1,1.5,14.3,1080,4.7,165,9.29,24.2
A/J,f,0646F07,5.55,9,13.9,44.7,49.7,15.5,31.1,30.6,27,8.31,25.7,69.1,2.2,1.5,0.7,0.8,2.4,13.7,1170,4.7,175,9.79,21.7
A/J,f,0646F08,4.11,9.5,14.5,47,49.5,15.2,30.8,30.3,26.6,8.25,17.6,77.3,1.7,2.1,0.6,0.7,2.3,14.2,941,4.7,161,9.89,24.9
A/J,f,0646F09,4.21,9.65,15,42.2,43.8,15.6,35.5,34.5,17.7,4.54,17.6,77.9,2,1.7,0.3,0.5,1.9,14.6,980,4.6,190,10,21.3
A/J,f,0646F10,3.5,9.66,15,42.2,43.7,15.5,35.5,34.2,18.6,4.8,16.9,78.7,1.4,2.1,0.5,0.4,1.8,14.5,1000,4.8,183,9.97,21.1
A/J,f,0646F20,,,,,,,,,,,,,,,,,,,,,80.7,11.7,29.7
A/J,f,0646F21,,,,,,,,,,,,,,,,,,,,,209,10.7,21.9
A/J,m,0646M01,,,,,,,,,,,,,,,,,,,,,209,10,22
A/J,m,0646M02,,,,,,,,,,,,,,,,,,,,,,10.9,
A/J,m,0646M03,,,,,,,,,,,,,,,,,,,,,215,9.81,22.9
A/J,m,0646M04,,,,,,,,,,,,,,,,,,,,,238,9.85,21.1
A/J,m,0646M05,,,,,,,,,,,,,,,,,,,,,177,9.88,23.9
A/J,m,0646M06,,,,,,,,,,,,,,,,,,,,,193,10.4,22.8
A/J,m,0646M07,,,,,,,,,,,,,,,,,,,,,208,9.9,23.8
A/J,m,0646M08,,,,,,,,,,,,,,,,,,,,,224,10.1,21.3
A/J,m,0646M09,,,,,,,,,,,,,,,,,,,,,230,9.99,20.8
A/J,m,0646M10,,,,,,,,,,,,,,,,,,,,,,13,
A/J,m,0646M20,,,,,,,,,,,,,,,,,,,,,233,10.5,
A/J,m,0646M21,,,,,,,,,,,,,,,,,,,,,,12.6,
A/J,m,0646M30,,,,,,,,,,,,,,,,,,,,,226,,
A/J,m,0646M40,6.39,9.34,14.4,38.9,41.7,15.4,37.1,35.3,14.4,2.44,14.7,81,1.9,1.6,0.5,0.2,2,13.7,718,4.1,,,
A/J,m,0646M41,7.2,9.61,14.7,40.3,42,15.3,36.5,34.9,14.2,2.37,15.5,78.1,2.2,3.7,0.3,0.3,2.1,14.1,790,4.7,,,
A/J,m,0646M42,6.15,7.66,9.4,31.5,41.1,12.3,29.9,35.8,15.3,2.93,16.3,76.9,1.8,4.3,0.2,0.5,3.1,11.3,1120,4.3,,,
A/J,m,0646M43,6.58,9.21,14.3,38.9,42.2,15.5,36.8,34.7,14.7,2.5,15.4,75.4,1.8,6.8,0.3,0.3,3,13.5,858,8.3,,,
A/J,m,0646M44,10.1,9.38,14.3,39.8,42.4,15.3,36,35,14.4,2.46,10.7,82.7,1.4,4.4,0.4,0.4,2.3,13.9,800,5.8,,,
A/J,m,0646M45,9.03,9.57,14.7,40,41.8,15.3,36.7,35.1,15,2.52,14.4,81.4,1.6,1.9,0.5,0.3,2.8,14,706,4.1,,,
A/J,m,0646M46,7.98,9.23,14.3,38.9,42.2,15.5,36.8,34.9,14.9,2.54,14.1,80.2,1.6,3.3,0.4,0.5,3,13.6,896,10.1,,,
A/J,m,0646M47,8.78,9.9,14.6,41.1,41.5,14.8,35.6,34.9,14.9,2.53,12.5,82.6,1.7,2.1,0.5,0.7,2.9,14.4,651,4,,,
A/J,m,0646M48,7.98,10.1,15.4,44.4,43.9,15.2,34.7,33.1,14.7,2.34,12.2,83.6,2.2,1.1,0.5,0.4,3,14.7,938,12.2,,,
A/J,m,0646M49,7.19,10.1,15.3,43.1,42.5,15.1,35.6,34.4,14.4,2.4,14.1,77.8,1.8,5.4,0.4,0.4,2.4,14.8,623,4.7,,,
AKR/J,f,0648F01,5.3,9.33,14.8,45.5,48.8,15.9,32.5,32.6,19.8,5.22,18.2,60.5,1.3,,1.2,0.5,4.1,14.9,652,4.9,180,9.19,23.4
AKR/J,f,0648F02,4.67,9.36,15.3,43,46,16.4,35.6,34,13.7,2.4,16,79,0.7,2.8,1.3,0.3,1,14.6,770,5,188,9.54,23.1
AKR/J,f,0648F03,6.62,9.18,15.3,43.6,47.5,16.7,35.1,33.7,15,2.37,16.9,70.4,2,9.5,0.8,0.3,4.5,14.7,906,5,249,9.95,22
AKR/J,f,0648F04,7.36,8.12,12.2,36.3,44.8,15.1,33.6,31.4,19.5,3.61,22.6,65.6,1.2,8.9,1.3,0.4,,11.4,1190,5.1,260,9.07,20
AKR/J,f,0648F05,6.87,9.32,16.2,45.3,48.6,17.4,35.8,32.6,14.4,2.11,17.7,70.4,0.8,9.9,1.1,0.1,1.8,14.8,1450,5,161,9.3,22.8
AKR/J,f,0648F06,4.5,9.27,15.5,43.5,46.9,16.7,35.6,33.7,14.6,2.8,14.4,73.2,1,10.3,0.9,0.2,2.5,14.7,724,4.8,205,12.3,29.6
AKR/J,f,0648F07,5.37,10.1,15.9,45.5,45.2,15.8,35,33.5,14.6,2.32,23.3,67.6,1.5,6.1,1.2,0.3,0.3,15.3,703,5.1,261,9.24,21.7
AKR/J,f,0648F08,5.37,9.17,15.4,44.8,48.9,16.8,34.4,32.6,14.6,2.21,20.4,71,1.5,6.3,0.6,0.2,2.2,14.6,989,5.2,259,9.56,21.3
AKR/J,f,0648F09,7.48,8.24,13.9,39.2,47.6,16.9,35.5,33.2,19.5,4.61,18.2,74.4,1.1,3.1,2.7,0.5,2.6,13,1030,4.9,253,9.4,20.8
AKR/J,f,0648F10,5.37,9.35,15.9,45.5,48.7,17,34.9,32.8,14.2,2.14,22.7,67.3,1,6.5,2.2,0.3,2.5,14.9,771,5.1,212,9.73,22.8
AKR/J,m,0648M01,,,,,,,,,,,,,,,,,,,,,140,9.44,22.9
AKR/J,m,0648M02,6.98,9.72,14.9,42.6,43.8,15.3,34.9,33.9,11.6,2.15,19.9,67.9,1.4,9.4,0.8,0.5,1,14.4,578,4.9,256,9.41,22.4
AKR/J,m,0648M03,7.7,9.9,15.4,42.9,43.3,15.6,35.9,34.1,11.7,2.22,23.8,60.8,1.4,,0.7,1.1,0.8,14.6,770,5.3,217,9.04,22.3
AKR/J,m,0648M04,8.41,9.29,14.5,40.3,43.4,15.6,36,34.4,12.6,2.57,19.5,72.8,1.6,4.9,0.8,0.4,1.2,13.8,585,5,227,9.52,22.6
AKR/J,m,0648M05,7.08,9.56,14.7,41.8,43.7,15.4,35.1,34.2,12.3,2.33,18.1,74.2,1.2,5.2,0.7,0.6,1,14.3,891,5,214,9.71,28.4
AKR/J,m,0648M06,,,,,,,,,,,,,,,,,,,,,274,9.67,21.4
AKR/J,m,0648M07,6.39,9.25,14.5,41,44.3,15.7,35.3,34,11.7,2.25,19.1,75.2,1.1,3.6,0.8,0.2,1.1,14,902,4.8,241,9.3,21.2
AKR/J,m,0648M08,,,,,,,,,,,,,,,,,,,,,154,,27.6
AKR/J,m,0648M09,6.71,9.54,14.3,41,43,15,34.9,34.3,12.8,2.68,21.4,72.7,1.4,3,0.6,0.9,1.4,14.1,541,5.3,282,9.58,21.5
AKR/J,m,0648M11,5.89,8.5,12.8,39,45.9,15.1,32.9,32.5,15.2,2.08,18.8,72.6,1,3.9,0.4,,3.9,12.7,1100,7.7,152,11.5,
AKR/J,m,0648M12,6.98,10.2,15.2,45.6,44.9,15,33.4,34.5,13.4,2.01,12.6,81.9,1,2,0.4,2.1,1.9,15.7,757,7.1,,,
AKR/J,m,0648M13,8.27,10.1,15.3,45.5,45.2,15.2,33.7,34.5,13,1.9,14.4,75.6,1,6.7,0.5,1.8,1.5,15.7,909,6.5,,,
AKR/J,m,0648M20,,,,,,,,,,,,,,,,,,,,,,10.1,19.2
BALB/cByJ,f,1026F03,7.15,8.36,14.8,38,45.5,17.7,38.9,33.2,16.4,3.12,18.3,76.5,0.9,4,0.4,,2.3,12.6,1770,17.1,,,
BALB/cByJ,f,1026F04,,,,,,,,,,,,,,,,,,,,,168,11,24
BALB/cByJ,f,1026F05,,,,,,,,,,,,,,,,,,,,,168,10.7,24.4
BALB/cByJ,f,1026F06,,,,,,,,,,,,,,,,,,,,,176,10.6,25.3
BALB/cByJ,f,1026F07,,,,,,,,,,,,,,,,,,,,,125,10.8,23.3
BALB/cByJ,f,1026F08,,,,,,,,,,,,,,,,,,,,,188,10.5,20.6
BALB/cByJ,f,1026F09,,,,,,,,,,,,,,,,,,,,,186,10.5,21.3
BALB/cByJ,f,1026F30,13.9,9.04,14.9,40.2,44.5,16.5,37,36.6,15,2.88,13.6,82.1,1,2,0.7,0.6,2.3,14.7,781,4,197,10.6,22.2
BALB/cByJ,f,1026F31,10.9,9.21,14.8,40.1,43.5,16.1,37,36.7,15.8,3.36,12.2,83,1.2,2.2,0.6,0.8,3.1,14.7,783,4,158,10.5,24.8
BALB/cByJ,f,1026F32,15,9.37,15.7,41.8,44.6,16.7,37.5,36.9,15,2.87,15.5,79.4,1.6,2,0.8,0.7,2.3,15.4,737,3.8,182,10.4,19.8
BALB/cByJ,f,1026F33,7.28,9,14.4,38.4,42.7,16,37.5,37.9,16,3.47,16.2,79.1,0.8,2.6,0.3,1,3.6,14.6,822,4.1,,,
BALB/cByJ,f,1026F34,6.68,8.63,13.9,36.9,42.8,16.2,37.7,38.4,17,3.74,9.6,85.1,1,3.1,0.5,0.7,4.9,14.2,861,4,,,
BALB/cByJ,f,1026F35,7.65,8.89,14.1,37.9,42.6,15.9,37.3,37.8,17.4,3.68,7.4,87.6,1.6,2.1,0.6,0.6,4.5,14.3,721,3.9,,,
BALB/cByJ,f,1026F36,8.49,8.72,14.3,38.7,44.4,16.4,36.9,37.1,16.3,3.27,14.7,80.5,1,2.6,0.6,0.7,3.2,14.3,783,4,,,
BALB/cByJ,f,1026F37,6.33,9.33,15.1,39.6,42.4,16.2,38.1,36.1,15.3,2.89,16.4,78.7,1.2,1.9,0.7,1.1,3.7,14.3,1110,6.9,,,
BALB/cByJ,f,1026F38,14.1,9.6,16.4,42.1,43.9,17,38.8,35.8,14.8,2.62,7,88.4,1.1,2,0.8,0.6,3.3,15.1,1320,12.7,,,
BALB/cByJ,f,1026F39,13.8,9.12,15.9,40,43.9,17.4,39.7,36.3,16,3.01,12.1,82.5,1.1,2,0.6,1.8,5.7,14.5,1370,15.1,,,
BALB/cByJ,f,1026F40,7.55,8.68,15,37.2,42.8,17.2,40.3,36.8,15.9,3.17,18.3,74.7,1.8,2.7,0.4,2.2,4.4,13.7,1580,17,,,
BALB/cByJ,f,1026F41,9.86,9.29,15.2,39.9,43,16.3,38,37.2,14.2,2.82,16.5,79,1.6,1.6,0.7,0.6,2.6,14.9,817,3.9,,,
BALB/cByJ,f,1026F42,8.37,9.22,15,39.5,42.8,16.3,38,37,13.8,2.79,14.6,81.7,1.3,1.5,0.5,0.3,2.4,14.6,783,3.9,,,
BALB/cByJ,f,1026F43,8.47,9.21,15.3,39.6,42.9,16.6,38.7,37,14,2.67,17.4,78.5,1.1,1.7,0.7,0.5,2.8,14.7,1020,3.8,,,
BALB/cByJ,m,1026M01,7.23,8.95,14.5,41.8,46.7,16.2,34.8,32.8,17.9,3.09,15.7,80,1.1,2.8,0.4,5,4.4,13.7,1570,12.5,236,10.2,21.8
BALB/cByJ,m,1026M02,9.29,9.07,14.5,41.1,45.4,15.9,35.1,33.2,17.1,2.85,11.3,83.5,1.6,3.2,0.4,5.2,3.7,13.7,1350,9.7,176,9.64,26.1
BALB/cByJ,m,1026M03,7.86,9.16,14.8,42.1,46,16.1,35.1,33,16.5,2.67,13.2,78.1,1.3,3,0.5,3.9,4.2,13.9,1510,9.9,238,9.91,21.4
BALB/cByJ,m,1026M04,5.8,9.03,14.9,41.9,46.4,16.5,35.5,33,17.5,2.79,15.6,75,1.2,3.1,0.4,4.7,4.5,13.8,1380,11.2,228,9.14,24.6
BALB/cByJ,m,1026M05,5.74,7.6,13.3,35.5,46.7,17.5,37.3,32.1,17.1,2.3,25.6,66.4,1,3.3,0.3,3.4,5.6,11.4,1740,12.3,226,9.22,26.5
BALB/cByJ,m,1026M30,6.1,9.07,14.4,39,43,15.9,37.1,36.4,14.8,2.8,14.9,79.6,1.7,2.6,0.4,0.9,2.2,14.2,899,3.8,230,10.9,23.3
BALB/cByJ,m,1026M31,6.9,9.24,14.8,39.6,42.8,16,37.4,36.7,15.1,2.93,14.8,79.8,2,2.5,0.5,0.5,2.6,14.5,884,3.8,,,
BALB/cByJ,m,1026M32,9.66,9.17,14.2,39.1,42.7,15.5,36.3,35.7,15.9,2.9,43.6,52.7,0.7,1,0.5,1.5,2.9,14,1400,4,,,
BALB/cByJ,m,1026M33,6.78,9.12,14.5,39.5,43.3,15.9,36.8,36.6,14.4,2.74,18.6,76.4,2.1,1.7,0.5,0.7,2.2,14.5,970,3.7,261,10.9,19.6
BALB/cByJ,m,1026M34,7.56,9.3,14.9,41,44.1,16.1,36.4,36.4,14.8,2.66,13.5,81.5,1.5,2.1,0.5,0.8,2.4,14.9,970,3.9,264,11,20.9
BALB/cByJ,m,1026M35,3.66,9.29,15.6,41.7,44.9,16.8,37.5,34.8,15.1,2.68,17.8,74.8,1.9,4.7,0.2,0.6,3.6,14.5,1490,13.9,261,,
BALB/cByJ,m,1026M36,7.99,8.76,14.8,38.3,43.7,16.9,38.5,35.2,16.2,3.28,14.8,78.4,1.4,3.6,0.4,1.3,4.8,13.5,1490,15.4,282,11.9,26.1
BALB/cByJ,m,1026M37,7.66,9.73,15.8,42.6,43.7,16.2,37.1,35.3,14.9,2.66,15.1,79.2,1.4,3.2,0.3,0.7,3.8,15,1250,13.2,245,11.8,23.9
BALB/cByJ,m,1026M38,7.5,8.82,14.3,39.2,44.5,16.3,36.6,34.7,15.7,3.26,15.2,79.2,1.2,3.1,0.3,1,3.3,13.6,1210,12.6,251,12.3,24.2
BALB/cByJ,m,1026M39,7.15,9.43,15.1,40.7,43.1,16.1,37.2,36,14.7,2.63,16.3,78.2,1.5,3,0.4,0.6,2.9,14.6,864,4.3,245,11.8,22.4
BALB/cByJ,m,1026M43,7.56,9.3,16,40.1,43.2,17.2,39.9,35,14.4,2.66,14.5,79.1,1.8,3.4,0.5,0.7,2.7,14.1,1720,17.6,,,
BALB/cByJ,m,1026M44,10,9.16,15,40.2,43.9,16.3,37.3,35.1,15.3,3.11,13.5,81.2,1.3,2.7,0.5,0.9,4.1,14.1,1540,16.9,,,
BALB/cByJ,m,1026M45,9.31,9.2,15.7,40.4,43.9,17.1,38.9,34.9,15.1,2.85,13.1,82.1,1.5,1.8,0.6,0.8,3.8,14.1,1650,15.9,,,
BALB/cByJ,m,1026M46,10,8.61,14.9,37.2,43.3,17.3,40,36.4,15.9,3.16,12.3,82.8,1.4,1.8,0.5,1.1,4,13.6,1460,15.1,,,
BALB/cByJ,m,1026M50,7.36,9.57,14.8,39.6,41.4,15.4,37.3,36.5,13.8,2.59,13.5,80.3,1.6,2.3,0.4,1.9,1.8,14.5,892,3.9,,,
BALB/cByJ,m,1026M51,7.64,9.31,14.3,39.2,42.1,15.3,36.4,36.6,14.1,2.89,16.1,77.7,2,2.3,0.4,1.5,1.8,14.3,965,4,,,
BALB/cByJ,m,1026M52,9.66,10.3,16.1,44,42.8,15.7,36.6,35.4,13.8,2.62,13.4,79.7,2.1,2.5,0.4,1.9,2.4,15.6,782,7.4,,,
BALB/cByJ,m,1026M53,8.58,10.3,16.3,45.3,43.8,15.8,36.1,34.4,13.3,2.28,15.2,80.3,1.7,1.6,0.7,0.4,2.5,15.6,823,4,,,
BALB/cByJ,m,1026M54,10.3,9.81,15.4,41.3,42.1,15.7,37.2,35.8,13.9,2.69,13.7,81.5,1.5,1.8,0.8,0.7,2.2,14.8,862,4.1,,,
BALB/cByJ,m,1026M55,8.88,9.81,15.5,41.3,42.1,15.8,37.5,36.1,13.7,2.48,16.1,78.2,2,2.5,0.6,0.6,2,14.9,755,3.8,,,
BALB/cByJ,m,1026M56,9.81,9.39,14.6,39.2,41.7,15.5,37.2,36.2,16,3.62,12.8,81.9,1.7,2.4,0.6,0.5,2.1,14.2,799,3.8,,,
BALB/cByJ,m,1026M57,6.56,8.91,14.2,37.8,42.4,15.9,37.5,36.4,14.7,2.97,13.3,81.8,1,3.3,0.3,0.3,2.3,13.8,846,4,,,
BALB/cByJ,m,1026M58,11.7,9.51,14.8,40,42.1,15.5,36.9,36.1,15.5,3.24,13.6,81.6,1.5,2.3,0.5,0.5,2.8,14.5,728,4,,,
BALB/cByJ,m,1026M59,9.32,9.52,14.9,41.3,43.4,15.7,36.2,34.6,13.6,2.34,13.8,81.2,1.8,2.3,0.6,0.3,2.8,14.3,822,3.9,,,
BALB/cJ,f,0651F01,7.55,8.99,14.8,43.2,48.1,16.4,34.2,32.9,23.2,6.95,21.5,68.4,3.1,4.4,1,1.5,1.9,14.2,1090,5,,,
BALB/cJ,f,0651F02,5.88,9.26,14.9,46.2,49.9,16.1,32.4,32.1,25.6,8.01,23.1,71,1.7,2.9,0.5,0.8,1.8,14.8,1130,4.7,,,
BALB/cJ,f,0651F03,8.92,9.56,15.1,45.5,47.6,15.8,33.2,33.1,23.4,7.15,15.2,80.4,1.5,1.8,0.5,0.7,2,15.1,967,4.8,,,
BALB/cJ,f,0651F04,5.78,9.76,15.7,44.7,45.8,16.1,35.2,34.7,18.1,4.86,15.2,79.9,1,2.3,0.5,1,1.7,15.5,1050,5,,,
BALB/cJ,f,0651F06,4.46,9.53,15.2,42.5,44.7,15.9,35.6,35.1,14.8,3.57,18.4,76.5,1.6,2.5,0.6,0.4,2.1,14.9,956,5,,,
BALB/cJ,f,0651F07,9.43,9.39,14.9,49,52.2,15.9,30.5,30.6,27.1,8.73,13.6,82.4,1.4,1.1,0.7,0.7,1.5,15,936,4.9,,,
BALB/cJ,f,0651F08,6.41,9.64,15.2,43.8,45.4,15.8,34.7,34.7,18.7,5.25,13.7,81,1.8,2.4,0.5,0.5,1.5,15.2,1130,4.8,,,
BALB/cJ,f,0651F09,6.42,9.46,14.9,45.3,47.8,15.8,33,33,23.9,7.18,14.6,80.4,2,1.8,0.3,0.8,1.6,14.9,1190,4.8,,,
BALB/cJ,f,0651F10,8.36,9.56,15.7,46,48.1,16.5,34.2,33.3,23.7,7.01,11.2,83.7,1.7,2,0.7,0.7,1.9,15.3,905,4.7,,,
BALB/cJ,f,0651F11,4.34,9.3,14.6,41.1,44.2,15.7,35.6,36.7,16.3,2.93,15.6,80.1,1.1,2.9,0.4,7.2,4.3,15.1,1070,8.9,,,
BALB/cJ,f,0651F12,5.08,9.47,15,41.9,44.2,15.8,35.7,36.6,15.4,2.62,19.8,75,1,4,0.2,5.3,4.2,15.3,1300,8.2,,,
BALB/cJ,m,0651M06,3.78,8.31,14.2,38.7,46.5,17,36.6,33.7,17.3,2.78,16.1,80.1,1.3,1.7,0.3,0.5,7.3,13,1520,11.7,,10.2,20.7
BALB/cJ,m,0651M07,4.06,8.27,14.4,38.2,46.2,17.4,37.6,33.6,18.6,3.12,20.5,70.3,0.9,7.2,0.3,0.7,9.4,12.8,1670,18.3,225,9.81,19.6
BALB/cJ,m,0651M08,8.41,8.82,15,41.3,46.8,17,36.3,32.5,16.2,2.66,22.4,74.4,1.3,1,0.5,0.4,7.8,13.4,2030,13.7,229,10.5,21.7
BALB/cJ,m,0651M09,5.59,7.41,13,34.7,46.8,17.5,37.5,32.7,17.2,2.92,15.4,79.7,1.3,3.1,0.4,0.1,7.9,11.4,983,22,234,10.3,20
BALB/cJ,m,0651M10,5.81,8.61,14,40.4,46.9,16.3,34.8,33.3,17.3,2.86,20.1,68.5,1.5,9.2,0.2,0.6,9,13.5,1040,8.2,218,9.08,20.5
BTBR T<+> Itpr3<tf>/J,f,2282F01,7.48,8.42,13.8,37.3,44.4,16.4,37,35.5,14.8,2.94,11.4,84.4,0.8,1.6,0.9,0.9,4.4,13.2,1610,5.3,207,10.1,20.7
BTBR T<+> Itpr3<tf>/J,f,2282F02,9.8,7.84,12.8,34.6,44.1,16.3,36.9,34.1,14.1,2.7,12.2,84.2,0.7,1.3,1,0.6,4.2,11.8,1420,5.8,248,9.54,19.6
BTBR T<+> Itpr3<tf>/J,f,2282F03,5.36,7.98,13.8,37.5,47,17.3,36.8,34.9,16.2,2.77,14.4,80.5,1.5,1.6,1.1,0.8,3.3,13.1,1610,5.8,219,9.2,20.9
BTBR T<+> Itpr3<tf>/J,f,2282F04,6.83,8.41,13.9,39,46.3,16.6,35.8,34.2,14.6,2.5,8.6,86.6,1.3,2.6,0.6,0.3,3,13.3,1380,5.1,237,9.65,19.7
